"id","wifi","workspace","quiet","all_three","wifi_workspace_only","wifi_only","neighbourhood_cleansed","neighbourhood_group_cleansed","price"
25734018,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Park Slope","Brooklyn",316
25745070,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West Village","Manhattan",120
25745372,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"East Village","Manhattan",145
25745458,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Greenpoint","Brooklyn",200
25746584,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"East Village","Manhattan",300
25765042,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",214
25767363,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",190
25771285,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Harlem","Manhattan",55
25774787,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper East Side","Manhattan",159
25775079,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"East Harlem","Manhattan",325
25775969,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",65
25779464,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Harlem","Manhattan",38
25779937,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Harlem","Manhattan",38
25781295,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Sunnyside","Queens",43
25781535,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Sunnyside","Queens",41
25782818,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"West Village","Manhattan",129
25784618,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Mott Haven","Bronx",150
25798517,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",50
25798995,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",45
25802121,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midtown","Manhattan",125
25804387,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Flatbush","Brooklyn",35
25804768,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Crown Heights","Brooklyn",250
25805422,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Borough Park","Brooklyn",63
25805430,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"East Flatbush","Brooklyn",125
25807815,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",36
25812700,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bedford-Stuyvesant","Brooklyn",800
25813279,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper West Side","Manhattan",89
25813322,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Prospect-Lefferts Gardens","Brooklyn",80
25813796,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Brownsville","Brooklyn",60
25814039,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Upper West Side","Manhattan",130
25815036,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bushwick","Brooklyn",47
25820809,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Hell's Kitchen","Manhattan",69
25823670,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper East Side","Manhattan",244
25829582,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Rego Park","Queens",40
25830323,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Sunnyside","Queens",37
25834338,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Williamsburg","Brooklyn",99
25834425,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Gramercy","Manhattan",195
25837024,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",100
25838887,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Two Bridges","Manhattan",135
25838923,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Chinatown","Manhattan",116
25839759,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sunset Park","Brooklyn",180
25841637,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Two Bridges","Manhattan",145
25842433,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Elmhurst","Queens",55
25867636,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Gowanus","Brooklyn",200
25868383,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"East Harlem","Manhattan",38
25870448,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bedford-Stuyvesant","Brooklyn",195
25870840,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Upper East Side","Manhattan",110
25871304,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Harlem","Manhattan",37
25885278,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Throgs Neck","Bronx",100
25887818,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"East Harlem","Manhattan",150
25887913,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bushwick","Brooklyn",45
25892653,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",85
25892765,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Country Club","Bronx",95
25895132,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Morningside Heights","Manhattan",76
25904988,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bedford-Stuyvesant","Brooklyn",275
25905070,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Upper East Side","Manhattan",274
25905991,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Forest Hills","Queens",325
25909160,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Belmont","Bronx",20
25909161,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper East Side","Manhattan",125
25911322,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Gowanus","Brooklyn",85
25912647,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Midtown","Manhattan",140
25914515,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Ridgewood","Queens",55
25917853,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Prospect-Lefferts Gardens","Brooklyn",109
25940097,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Harlem","Manhattan",1250
25943177,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Sunnyside","Queens",63
25943635,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Astoria","Queens",60
25944038,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Upper East Side","Manhattan",67
25946015,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"West Village","Manhattan",179
25946142,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Forest Hills","Queens",130
25947689,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",500
25948697,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Sheepshead Bay","Brooklyn",71
25949359,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midwood","Brooklyn",99
25961778,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"East Flatbush","Brooklyn",120
25963570,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bedford-Stuyvesant","Brooklyn",99
25967331,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Washington Heights","Manhattan",60
25970374,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Upper East Side","Manhattan",99
25971027,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kips Bay","Manhattan",90
25972171,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Washington Heights","Manhattan",80
25972861,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Kew Gardens Hills","Queens",105
25974812,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bushwick","Brooklyn",55
25979705,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"SoHo","Manhattan",265
25980294,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper East Side","Manhattan",200
25982839,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Williamsburg","Brooklyn",185
25996892,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Greenwich Village","Manhattan",90
25997748,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Greenpoint","Brooklyn",305
25997937,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Greenpoint","Brooklyn",363
25998057,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",135
26000019,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Washington Heights","Manhattan",60
26002246,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper East Side","Manhattan",75
26004664,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midtown","Manhattan",699
26005975,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Washington Heights","Manhattan",50
26010424,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Inwood","Manhattan",102
26013177,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Canarsie","Brooklyn",107
26025308,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",35
26025770,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper West Side","Manhattan",229
26026904,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Sunset Park","Brooklyn",70
26029326,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Upper East Side","Manhattan",522
26032155,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"East Village","Manhattan",89
26033190,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Williamsburg","Brooklyn",179
26035069,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",87
26036438,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper West Side","Manhattan",550
26038825,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Harlem","Manhattan",219
26038936,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper West Side","Manhattan",100
26040453,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bedford-Stuyvesant","Brooklyn",120
26043558,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bedford-Stuyvesant","Brooklyn",211
26050704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Greenpoint","Brooklyn",80
26053340,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Williamsburg","Brooklyn",71
26054275,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Sunset Park","Brooklyn",85
26055709,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Crown Heights","Brooklyn",85
26057878,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"SoHo","Manhattan",550
26058634,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Chelsea","Manhattan",399
26060534,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Ridgewood","Queens",140
26063230,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Flatbush","Brooklyn",165
26064779,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bedford-Stuyvesant","Brooklyn",57
26080646,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"West Village","Manhattan",200
26085355,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Fort Greene","Brooklyn",130
26086126,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"College Point","Queens",58
26093497,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Flatbush","Brooklyn",950
26107318,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Long Island City","Queens",175
26108084,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper West Side","Manhattan",65
26110466,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Jamaica","Queens",60
26119005,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Richmond Hill","Queens",295
26121109,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",110
26125053,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Greenpoint","Brooklyn",50
26126894,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Morningside Heights","Manhattan",300
26127726,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Upper East Side","Manhattan",206
26127981,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Hell's Kitchen","Manhattan",269
26129308,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bedford-Stuyvesant","Brooklyn",43
26131183,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Kew Gardens","Queens",52
26131606,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Murray Hill","Manhattan",142
26131794,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Murray Hill","Manhattan",165
26134638,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Williamsburg","Brooklyn",168
26135659,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",200
26135711,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jamaica","Queens",99
26136583,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jackson Heights","Queens",156
26137379,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Concourse Village","Bronx",100
26138483,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Hell's Kitchen","Manhattan",95
26138702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sunnyside","Queens",73
26139590,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Forest Hills","Queens",59
26140709,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",36
26149494,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Edgemere","Queens",250
26151366,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Brooklyn Heights","Brooklyn",80
26153609,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Jackson Heights","Queens",49
26157426,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midtown","Manhattan",1199
26159891,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Brooklyn Heights","Brooklyn",310
26160959,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Astoria","Queens",45
26164606,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",170
26183173,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midtown","Manhattan",100
26186295,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Rosedale","Queens",87
26190193,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Williamsburg","Brooklyn",140
26190559,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Kew Gardens Hills","Queens",160
26190785,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Belmont","Bronx",20
26196660,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Brighton Beach","Brooklyn",60
26198112,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper West Side","Manhattan",400
26200249,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Richmond Hill","Queens",350
26201913,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Crown Heights","Brooklyn",175
26221423,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Long Island City","Queens",239
26224538,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bedford-Stuyvesant","Brooklyn",300
26225021,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bedford-Stuyvesant","Brooklyn",80
26228457,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"South Slope","Brooklyn",71
26229979,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",295
26232008,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper West Side","Manhattan",60
26235873,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Jamaica","Queens",80
26240434,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper East Side","Manhattan",150
26249544,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Bedford-Stuyvesant","Brooklyn",89
26250476,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Carroll Gardens","Brooklyn",100
26251173,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",22
26251408,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",50
26254270,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Ridgewood","Queens",44
26255072,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Woodside","Queens",45
26257823,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",42
26258306,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Washington Heights","Manhattan",66
26270554,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Williamsburg","Brooklyn",230
26271462,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Windsor Terrace","Brooklyn",225
26271688,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Sunnyside","Queens",39
26272421,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper East Side","Manhattan",101
26272989,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Prospect Heights","Brooklyn",220
26274490,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Port Richmond","Staten Island",50
26277801,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper West Side","Manhattan",230
26278372,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Flatbush","Brooklyn",125
26280662,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Park Slope","Brooklyn",95
26283982,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper East Side","Manhattan",129
26291721,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midtown","Manhattan",149
26294354,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bedford-Stuyvesant","Brooklyn",57
26295433,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Williamsburg","Brooklyn",92
26295450,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Financial District","Manhattan",75
26297631,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Flatbush","Brooklyn",70
26301165,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Upper West Side","Manhattan",110
26301985,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Cypress Hills","Brooklyn",171
26304163,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"South Slope","Brooklyn",160
26313558,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Upper West Side","Manhattan",300
26320074,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Prospect Heights","Brooklyn",500
26324904,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Middle Village","Queens",100
26327452,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Crown Heights","Brooklyn",75
26327565,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"St. Albans","Queens",55
26327970,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"City Island","Bronx",110
26331103,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"West Brighton","Staten Island",45
26332468,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Park Slope","Brooklyn",349
26333975,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Crown Heights","Brooklyn",165
26344667,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",41
26350983,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Williamsburg","Brooklyn",125
26351621,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Fort Greene","Brooklyn",124
26352096,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Elmhurst","Queens",74
26357145,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Murray Hill","Manhattan",140
26357357,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"East Harlem","Manhattan",225
26357377,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Murray Hill","Manhattan",140
26357960,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"SoHo","Manhattan",300
26358694,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Crown Heights","Brooklyn",65
26370425,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midtown","Manhattan",179
26374486,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"East Harlem","Manhattan",50
26385422,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Midtown","Manhattan",634
26387184,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",80
26387674,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bedford-Stuyvesant","Brooklyn",150
26388810,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Williamsburg","Brooklyn",259
26391060,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"East Harlem","Manhattan",139
26395296,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Upper East Side","Manhattan",125
26398257,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"East Elmhurst","Queens",90
26398428,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",70
26398894,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Jamaica","Queens",288
26416651,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Bushwick","Brooklyn",75
26420017,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Stuyvesant Town","Manhattan",150
26421624,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Long Island City","Queens",71
26422113,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"East Flatbush","Brooklyn",33
26425943,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Williamsburg","Brooklyn",232
26430182,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"East Harlem","Manhattan",100
26447954,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Vinegar Hill","Brooklyn",165
26448665,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sunnyside","Queens",70
26449881,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Williamsburg","Brooklyn",396
26450631,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Woodside","Queens",164
26452047,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Mariners Harbor","Staten Island",60
26455688,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Astoria","Queens",69
26456925,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Woodside","Queens",33
26458835,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Stuyvesant Town","Manhattan",50
26464045,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Fort Greene","Brooklyn",1000
26465413,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midtown","Manhattan",125
26471867,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Clinton Hill","Brooklyn",95
26473275,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"South Slope","Brooklyn",105
26473576,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Greenpoint","Brooklyn",80
26474402,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Baychester","Bronx",120
26475612,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Williamsburg","Brooklyn",135
26476238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Flushing","Queens",40
26476892,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"East Flatbush","Brooklyn",85
26487650,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Fort Greene","Brooklyn",125
26488707,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Harlem","Manhattan",72
26489146,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Lower East Side","Manhattan",82
26489955,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Chinatown","Manhattan",107
26494242,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Lower East Side","Manhattan",175
26496330,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Crown Heights","Brooklyn",70
26496511,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Williamsburg","Brooklyn",350
26500063,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Elmhurst","Queens",59
26500082,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Woodside","Queens",46
26516462,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Clason Point","Bronx",68
26518547,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Clason Point","Bronx",71
26518779,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"East Village","Manhattan",175
26520216,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midtown","Manhattan",210
26522949,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Boerum Hill","Brooklyn",180
26524625,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sunset Park","Brooklyn",85
26526269,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Roosevelt Island","Manhattan",150
26528032,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midtown","Manhattan",85
26533797,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Crown Heights","Brooklyn",150
26534838,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"West Village","Manhattan",149
26550322,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Washington Heights","Manhattan",250
26552832,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"East Harlem","Manhattan",43
26554937,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Arverne","Queens",150
26555992,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Bushwick","Brooklyn",70
26557266,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Williamsburg","Brooklyn",90
26558970,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Pelham Gardens","Bronx",100
26560159,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"East Flatbush","Brooklyn",100
26571486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Morris Heights","Bronx",149
26571706,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Hell's Kitchen","Manhattan",240
26590931,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Flushing","Queens",65
26594677,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Midtown","Manhattan",265
26596388,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",139
26597692,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sunset Park","Brooklyn",92
26598239,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Clinton Hill","Brooklyn",55
26598477,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Harlem","Manhattan",375
26599244,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Sunset Park","Brooklyn",75
26600090,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Astoria","Queens",69
26602263,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Harlem","Manhattan",59
